dataFrom,Date,review_x,Rating,Extracted_Dev_Response,Dev_Response_Time,Clean_Review,Topic_Number,Topic_Name,Issue,Positive_Score,Negative_Score,Neutral_Score,Compound_Score,NPS_Score_Indiv,NPS_Category
googlePlay,2023-09-06 05:04:08.332000+00:00,Unexpected error when trying to login. Kindly fix this issue ASAP.,1,"We're sorry to hear this, Garreth. Please get in touch with us at help@gxs.com.sg with a screen recording of the error, along with your contact details so that we can reach out to assist you. Thanks! 🙏",2023-09-06 05:39:42.108000+00:00,"['error', 'login', 'issue', 'asap']",4,User Interface,Poor login functionality,0.215,0.181,0.604,0.128,6.0,Detractor
googlePlay,2023-09-05 12:04:06.706000+00:00,"Unable to open app. From other reviews, seems I am not the only one. How to trust this bank?",1,Hi Brad! We're really sorry to hear about the trouble you faced while using the GXS app. We want to help you out as quickly as possible. Can you please get in touch with us through our 24x7 hotline at (+65) 3105 2055 or shoot us an email at help@gxs.com.sg with your contact number and screen recording of the issue?,2023-09-05 13:00:52.390000+00:00,"['review', 'trust', 'bank']",8,Safety,Seamless integration not available on iPad,0.155,0.0,0.845,0.5106,8.0,Passive
googlePlay,2023-09-04 15:50:21.323000+00:00,Cannot log in!,1,"Hi there! We're sorry to hear this. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",2023-09-04 16:25:23.339000+00:00,,,,,,,,,,
googlePlay,2023-09-03 18:00:41.742000+00:00,Unable to use biometrics,1,"Oh no! We're sorry to hear this, Lucius. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",2023-09-03 19:08:08.425000+00:00,,,,,,,,,,
googlePlay,2023-09-02 02:11:56.303000+00:00,"Cannot login all of a sudden. Tried to uninstall and reinstall. Still no changes. What do i do here? I've got a pending repayment due. And if this continues, i will mostly probably be charged the late interest due the the app have login issues.",2,"We're sorry to hear this, Fadli. Please get in touch with us at help@gxs.com.sg with a screen recording of the error, along with your contact details so that we can reach out to assist you? Thanks! 🙏",2023-09-02 02:44:27.684000+00:00,"['login', 'uninstall', 'reinstall', 'change', 'repayment', 'interest', 'login', 'issue']",9,Customer trust,Difficulty processing application,0.061,0.082,0.857,0.0,5.0,Detractor
googlePlay,2023-08-31 01:31:06.860000+00:00,"Cannot seem to open the app suddenly. Did not install new apps or change any setting on phone. Tried uninstalling and reinstalling still no avail. Although your CSO has been trying to rectify, it is still unsolvable. Sad, as when it first came out, I was the one of the many who applied in the beginning stage. Your services helped me. But now I have no access to it.",1,"We're really sorry to hear about this.🙏 Your feedback is important to us, and we're committed to making your experience better. We understand that you've already reached out to our hotline, and we're hopeful that the matter will be resolved in a timely manner. Feel free to contact us at (+65) 3105 2055 if you need further assistance.",2023-08-31 02:44:28.706000+00:00,"['seem', 'install', 'apps', 'change', 'phone', 'avail', 'stage', 'service', 'access']",0,App Responsiveness,Difficulties in account registration,0.0,0.089,0.911,-0.6652,1.0,Detractor
googlePlay,2023-08-30 01:38:19.684000+00:00,Am trying to redo application. So i closed account. Now cannot re open. Quote lost in space,3,"Hi Joselyn! Please get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to assist you. Thank you!",2023-08-30 02:36:19.926000+00:00,"['redo', 'application', 'account', 'quote', 'space']",2,Customer Services,Inability to save payments,0.0,0.126,0.874,-0.3182,3.0,Detractor
googlePlay,2023-08-29 09:19:51.130000+00:00,"Just found out that they are reducing their interest rate to a pathetic 2.68%. don't like this bait and switch marketing strategy, lure us with high interest rate then suddenly drop the interest rates once they get enough sign ups. [Update] Whats the point of increasing the main wallet interest when no one puts money there? Its not like you're increasing it back to 3.48% right? The pt is the big reduction of the Pockets interest rates which is the key thing that people arent happy about.",1,"Hi there! We're always striving to improve. We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a.",2023-08-07 07:43:43.437000+00:00,"['found', 'interest', 'rate', 'bait', 'switch', 'marketing', 'strategy', 'lure', 'interest', 'rate', 'drop', 'interest', 'rate', 'sign', 'update', 'point', 'wallet', 'interest', 'put', 'money', 'right', 'reduction', 'pocket', 'interest', 'rate', 'thing', 'arent']",1,Money Growth (Interest Rates),Low interest rate,0.141,0.146,0.713,0.2828,7.0,Passive
googlePlay,2023-08-28 12:06:12.535000+00:00,Was rejected without details,1,"Hey Vincent ! Could you please get in touch with us at (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details so that we can take a closer look into this and advise you further.",2023-08-28 12:26:19.410000+00:00,,,,,,,,,,
googlePlay,2023-08-27 07:13:21.595000+00:00,Firstly i can't even log in shows some error n stuff haiz,1,"Hey Ganesh! That's not the experience we want you to have and we're eager to make things right for you. Do send us a screenshot of the error at help@gxs.com.sg along so we can address the issue and improve your experience. 💜 To optimize your experience with our app, make sure you've downloaded our latest version of the GXS app too! 🙏",2023-08-27 07:48:19.720000+00:00,"['show', 'error', 'stuff', 'haiz']",2,Customer Services,Inability to save payments,0.0,0.197,0.803,-0.4019,3.0,Detractor
googlePlay,2023-08-26 05:13:06.609000+00:00,Cannot open the apps. Why partner with Grab? Useless app,1,"That's not the experience we want you to have, Akida. Do send us a screenshot of the error at help@gxs.com.sg so we can address the issue and improve your experience. 💜 To optimize your experience with our app, make sure you've downloaded our latest version of the GXS app too! 🙏",2023-08-26 05:47:00.843000+00:00,"['apps', 'partner', 'grab', 'useless']",2,Customer Services,Inability to save payments,0.0,0.237,0.763,-0.4215,3.0,Detractor
googlePlay,2023-08-25 23:06:41.388000+00:00,"An absolutely rubbish apps, with zero chance of getting loan approval, totally useless",1,"Hey, Suhaimi! We're sorry if we couldn't offer you a FlexiLoan account at this point in time.

Please be assured that all applications are subjected to GXS Bank's approval, and goes through an evaluation process which is aligned with our internal requirements. We appreciate your support and understanding.🙏",2023-08-26 00:09:19.845000+00:00,"['rubbish', 'apps', 'zero', 'chance', 'loan', 'approval', 'useless']",2,Customer Services,Inability to save payments,0.28,0.17,0.55,0.2516,6.0,Detractor
googlePlay,2023-08-25 00:27:39.490000+00:00,Have not even tried already failed on me. Just to download has the error and ask to download again .. 😔,1,"Sorry to hear that, Ati. Do send us a screenshot of the error at help@gxs.com.sg so we can address the issue and improve your experience. 💜 To ensure you're getting the most out of our app, ensure you've downloaded the latest version of the GXS app. Also, keep in mind that for your security, our app won't work on rooted or jailbroken devices. 😊",2023-08-25 01:13:58.858000+00:00,"['download', 'error', 'download']",3,Services & Products,Long waiting list,0.049,0.228,0.722,-0.6908,1.0,Detractor
googlePlay,2023-08-24 06:04:32.972000+00:00,"The apps cannot make it. I tried to apply for a loan. After filling up all the forms, unable to proceed after the last question, are you a US citizens. The next button does not pop up be the answer is yes or No.",1,"Hey Hang Boon! Sorry to hear about this experience. We love to get this sorted out quickly for you. Please email us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to you. Thanks! Have a great day!🙏",2023-08-24 07:22:24.961000+00:00,"['apps', 'loan', 'form', 'proceed', 'question', 'citizen', 'button', 'answer']",7,Competition,Difficulty logging in,0.059,0.0,0.941,0.4019,7.0,Passive
googlePlay,2023-08-23 04:01:42.621000+00:00,"Only Singaporean can apply for loan, good if everyone can apply.",3,"Hey Prakash! Thanks for your interest in our GXS FlexiLoan! 💜 At the moment, we're open for Singaporeans and Singapore PRs to apply. Rest assured we do understand your keen interest and will work with our team to explore the option of opening up our applications to more users. Stay tuned to our website or social channels for the latest updates! 😊",2023-08-23 04:50:32.569000+00:00,"['singaporean', 'loan', 'everyone']",3,Services & Products,Long waiting list,0.225,0.0,0.775,0.4404,7.0,Passive
googlePlay,2023-08-21 16:44:58.455000+00:00,Rates are not so attractive already,3,"We're sorry that you feel this way. Your feedback is important to us, Alex! We'll strive to do better for you! 🙏",2023-08-22 01:20:53.695000+00:00,,,,,,,,,,
googlePlay,2023-08-18 14:20:41.291000+00:00,Reduce interest rate in less than a month. Waste time open account here.,1,"Hi Lyn! Thanks for sharing your thoughts with us! We're always striving to improve, and your feedback means a lot! 🙏",2023-08-19 12:18:12.340000+00:00,"['interest', 'rate', 'le', 'month', 'waste', 'time', 'account']",3,Services & Products,Long waiting list,0.179,0.167,0.655,0.0516,5.0,Detractor
googlePlay,2023-08-18 12:06:59.590000+00:00,Can't open,1,Hi Goh! We're sorry to hear about your experience. Could you please contact us at help@gxs.com.sg? Share a screenshot or screen recording of the error along with your contact details. This will help us reach out and assist you. Thank you!,2023-08-18 12:22:35.560000+00:00,,,,,,,,,,
googlePlay,2023-08-17 15:49:29.931000+00:00,Bait and switch 👎🏼 Switching to standard chartered eSaver for 3.4% interest,1,"We're sorry to hear that you feel this way, Q K. 🙏 Do reach out to us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. Your feedback matters to us. 💜",2023-08-10 01:09:58.324000+00:00,"['bait', 'switch', 'standard', 'esaver', 'interest']","1,5",Money Growth (Interest Rates) & Credit card usage,,0.167,0.0,0.833,0.4588,8.0,Passive
googlePlay,2023-08-16 06:42:59.386000+00:00,"""Oops something went wrong! ..."" (if only i can attach a screenshot)",1,"Hi Wilfred! Sorry to hear about this experience. Please get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to assist you? Thanks! 🙏",2023-08-16 07:29:55.257000+00:00,"['something', 'attach', 'screenshot']",9,Customer trust,Difficulty processing application,0.0,0.236,0.764,-0.5255,2.0,Detractor
googlePlay,2023-08-13 15:28:34.190000+00:00,Cannot even sign up properly,1,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",2023-08-13 15:36:25.567000+00:00,,,,,,,,,,
googlePlay,2023-08-13 03:31:45.946000+00:00,Trolling us bruh,1,"Hey there! We're sorry that you feel that way, your feedback matters. Feel free to reach out to us if there is any issue that we can into for you. You may hit us up via our 24x7 hotline at (+65) 3105 2055. We’ll be happy to help!",2023-08-21 02:45:30.367000+00:00,,,,,,,,,,
googlePlay,2023-08-11 00:43:48.997000+00:00,No option to add payees,1,"Hey JJ! Thank you for sharing your thoughts! We will share this with our team. Your feedback is what drives us to improve on our products and services, so do keep them coming! Have a great weekend ahead!💜🙏😊",2023-08-11 01:16:46.111000+00:00,"['option', 'payee']",5,Credit card usage,Inability to save money,0.0,0.355,0.645,-0.296,3.0,Detractor
googlePlay,2023-08-08 05:22:25.140000+00:00,Garbage company for deceiving the public,1,"We're sorry to hear that you feel this way, GS. Your feedback is important to us. Please reach out to our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. Your input helps us improve and serve you better.",2023-08-08 08:18:38.365000+00:00,"['garbage', 'company', 'public']",5,Credit card usage,Inability to save money,0.0,0.324,0.676,-0.34,3.0,Detractor
googlePlay,2023-08-07 17:14:35.996000+00:00,"Barely a month in, GXS has indeed chosen to slash their interest rates i.e. effective 17 August 2023 onwards, the interest rate earned on Saving Pocket(s) funds have been adjusted from 3.48% p.a. to 2.68% p.a.",1,"Hi Nihit! Thanks for your feedback! We note that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 1.2x reward points. So from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a., and the Saving Pockets will be adjusted to 2.68% p.a. 💜🙏😊",2023-08-08 01:35:04.738000+00:00,"['month', 'chosen', 'slash', 'interest', 'rate', 'august', 'interest', 'rate', 'pocket', 'fund']","1,3",Money Growth (Interest Rates) & Services & Products,,0.211,0.049,0.741,0.7906,9.0,Promoter
googlePlay,2023-08-07 11:10:09.617000+00:00,I seem to be having issues with the opening of the app.,1,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",2023-08-07 11:19:46.698000+00:00,"['seem', 'issue', 'opening']",0,App Responsiveness,Difficulties in account registration,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-08-07 07:39:55.227000+00:00,Interest rate dropping substantially after just ONE MONTH. Kind of hilarious. Moving out!,2,"Hi Yvonnne, your feedback matters! 👋 We have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem (Grab & Singtel Dash) rewards programme. So starting from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. 🙏",2023-08-07 08:36:48.998000+00:00,"['interest', 'rate', 'month', 'kind']","1,3",Money Growth (Interest Rates) & Services & Products,,0.341,0.0,0.659,0.6907,9.0,Promoter
googlePlay,2023-08-07 07:29:01.708000+00:00,"3.48% interest rate only last for 2weeks, the main selling point for this app is now dropped to 2.68% pa 😂",2,"Hi John, we really appreciate your support for GXS! 🤩 And we're truly sorry for the wait. Currently, all slots for our invitations have been filled. Invitations will be sent to eligible individuals when new slots open up. Stay tuned to our social media channels for more information!🙏
",2023-05-26 00:59:34.330000+00:00,"['interest', 'rate', 'week', 'point']",1,Money Growth (Interest Rates),Low interest rate,0.221,0.062,0.717,0.7096,9.0,Promoter
googlePlay,2023-08-07 02:15:41.525000+00:00,after two week still pending my account.,1,"Hi Eugene. Thanks for reaching out and your feedback! Unfortunately, all slots have been taken up. Rest assured we have placed you in our early access priority list. You will be one of the first with the chance to sign up for an account when new slots open up and before the public release. We hope to serve you as soon as we can! 🙏😊",2023-08-07 03:16:14.395000+00:00,"['week', 'account']",5,Credit card usage,Inability to save money,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-08-07 00:55:53.998000+00:00,Seamless. Got it up and running in less than 5mins! Easy to transfer in and out from other banks. I like the daily interest credit. Helps me set aside money for daily use and motivates me to check how much I'm getting everyday. Dun understand why there are gripes and complaints from other reviewers. This app is fantastic 😍,5,"Hey Khoo Ky! Thank you for your 5 stars review. 💜We are thrilled to know that you like the daily interest credit and our app user-friendly interface! 🤩 We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🚀💜🙏😊🤩",2023-08-07 02:29:27.180000+00:00,"['seamless', 'le', 'min', 'transfer', 'bank', 'interest', 'credit', 'help', 'money', 'check', 'everyday', 'understand', 'gripe', 'complaint', 'reviewer']",2,Customer Services,Inability to save payments,0.263,0.035,0.702,0.9479,10.0,Promoter
googlePlay,2023-08-05 22:46:20.964000+00:00,I have been trying for few hours to signed up for the flexiloan using Singpass.. till now it shows couldn't retrieve Myinfo.. wanted to Live Chat with anyone for assistance but there's no icon showing Live chat at the help center at all..,1,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",2023-08-05 22:04:28.426000+00:00,"['hour', 'flexiloan', 'singpass', 'till', 'show', 'retrieve', 'myinfo', 'chat', 'anyone', 'assistance', 'icon', 'chat', 'help', 'center']",2,Customer Services,Inability to save payments,0.075,0.059,0.866,0.1901,6.0,Detractor
googlePlay,2023-08-05 16:14:08.816000+00:00,Love GXS,5,"Aww we love you too, Rahmat! Glad to hear that you’re enjoying the GXS experience! 😉💜",2023-08-05 16:50:19.228000+00:00,,,,,,,,,,
googlePlay,2023-08-05 03:01:35.967000+00:00,"Good to see increased competition in the banking space (high interest is good, but inexplicably only given within a saving pocket), but GXS app lacks basic functionality, eg. ability to save payees (at the point of writing this review, these details need to be re-input each time - irritating and error prone). Suggest that rather than working on cool, but otherwise non-essential functions (like saving pockets), the company should focus on the basics first.",3,"That's a good one! 💜 We are constantly working to improve our app's usability and features, and we appreciate your feedback in helping us identify areas for improvement. 🙏",2023-08-05 05:15:46.829000+00:00,"['competition', 'banking', 'space', 'interest', 'pocket', 'lack', 'functionality', 'ability', 'payee', 'point', 'review', 'detail', 'need', 'input', 'time', 'error', 'prone', 'suggest', 'cool', 'function', 'pocket', 'company', 'focus']",4,User Interface,Poor login functionality,0.226,0.082,0.692,0.8847,10.0,Promoter
googlePlay,2023-08-04 00:25:24.415000+00:00,Details not complete,1,"
Hey, Raymond! Could you get in touch with us at (+65) 3105 2055 so that we can understand your issue better and take a closer look into this? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details, thanks! 🙏",2023-08-04 01:00:23.174000+00:00,,,,,,,,,,
googlePlay,2023-08-02 23:34:54.968000+00:00,"Registering, get the notice it's full and sign for interest. Received email notification, sign up to get prompt to sign for interest...again.",1,"Hey Bryan! Due to an overwhelming response, slots for our Savings Account were quickly taken up. To ensure that you’re notified as soon as we release more slots, do sign up on the GXS app. We appreciate your support! 🙏💜",2023-08-03 00:35:27.457000+00:00,"['notice', 'sign', 'interest', 'email', 'notification', 'sign', 'prompt', 'sign', 'interest']",1,Money Growth (Interest Rates),Low interest rate,0.125,0.0,0.875,0.4588,8.0,Passive
googlePlay,2023-08-02 15:41:40.818000+00:00,Tried multiple times still unable to sign up....,1,"Hey there! Could you please get in touch with us at (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details so that we can take a closer look into this and advise you further. 🙏",2023-08-02 16:27:24.974000+00:00,"['multiple', 'time', 'sign']",2,Customer Services,Inability to save payments,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-08-02 13:45:31.760000+00:00,"No support for SGQR. When only way to spend is QR pay, atleast support SGQR, GrabPay as very few business have Paynow QR!",2,"Hi Anurag Chauhan, thank you for sharing your feedback with us. 😔 We apologize for any inconvenience you may have faced. Please feel free to contact our 24/7 hotline at (+65) 3105 2055 if you need further clarification or assistance. We're here to help!",2023-08-02 14:08:35.287000+00:00,"['support', 'sgqr', 'spend', 'atleast', 'support', 'sgqr', 'grabpay', 'business', 'paynow']",1,Money Growth (Interest Rates),Low interest rate,0.101,0.148,0.75,0.0859,5.0,Detractor
googlePlay,2023-08-02 07:59:24.306000+00:00,Can GXS pls explain why the app keeps saying there is unexpected error and I cannot even open the app????,1,"Hey M L, thanks for reaching out to us and we're so sorry for the experience. 🙏 Kindly drop us an email at help@gxs.com.sg along with your mobile device details and screen recording so that we can assist you on this case. We're here to help!",2023-08-02 08:48:59.850000+00:00,"['explain', 'error']",6,Login & Account Setup,Difficulty logging in,0.057,0.159,0.784,-0.5204,2.0,Detractor
googlePlay,2023-07-31 08:44:55.329000+00:00,Dogshit app that takes forever to setup and days to review applications,1,"Hi Zoe, thank you for sharing your feedback with us. 😔 We apologize for any inconvenience you may have faced. Please feel free to contact our 24/7 hotline at (+65) 3105 2055 if you need further clarification or assistance. We're here to help!",2023-07-31 09:27:46.783000+00:00,"['dogshit', 'setup', 'day', 'review', 'application']",0,App Responsiveness,Difficulties in account registration,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-07-30 08:54:20.743000+00:00,Cui full. Cannot sign up. Only on waiting list. What a waste.,1,"Hi Dexter! Thanks for your support! Unfortunately, all GXS Savings Account slots have been taken up for now. We're working to open up new slots as soon as we can. 🙏",2023-07-31 00:52:38.779000+00:00,"['sign', 'list', 'waste']",3,Services & Products,Long waiting list,0.0,0.203,0.797,-0.4215,3.0,Detractor
googlePlay,2023-07-30 07:23:20.626000+00:00,rejected everytime try to apply,1,"Hi Nurfadilah, thanks for reaching out! If you are referring to our GXS FlexiLoan, please be assured that all applications go through an evaluation process that is aligned with our internal requirements. This includes an assessment of your credit profile and eligibility. You may wish to re-apply for the FlexiLoan after 30 days. 🙏",2023-07-30 08:08:47.476000+00:00,,,,,,,,,,
googlePlay,2023-07-28 11:48:50.283000+00:00,Lousy app. Applied on Saturday and was informed that application closed on Tuesday. Waste time.,1,"Hi H.L Chua. Currently, all the GXS Savings Account slots are filled up. But no worries, we're already on it and working hard to open up new slots for you as soon as possible! 🙏",2023-07-28 14:06:19.407000+00:00,"['lousy', 'saturday', 'application', 'tuesday', 'waste', 'time']",9,Customer trust,Difficulty processing application,0.0,0.326,0.674,-0.743,1.0,Detractor
googlePlay,2023-07-28 09:47:26.642000+00:00,Not worth the effort to sign up. Not transparent in application selection process.,1,"Hi Ken, we hear you. We are constantly improving our products and processes. Rest assured that all GXS applications go through an evaluation process which is aligned with our internal requirements. We will share your feedback with our team for future improvements. Thank you! 🙏😊",2023-07-28 11:51:00.339000+00:00,"['worth', 'effort', 'sign', 'transparent', 'application', 'selection', 'process']",4,User Interface,Poor login functionality,0.0,0.122,0.878,-0.1695,4.0,Detractor
googlePlay,2023-07-28 01:55:36.398000+00:00,All early sign up slots taken? I thought it's already open for all to sign up ?,1,Thank you for your support. All slots for the GXS Savings Account have been taken up. Register on the GXS app for early access to new slots! 🤩,2023-07-28 03:22:33.951000+00:00,"['sign', 'slot', 'thought', 'sign']",2,Customer Services,Inability to save payments,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-07-28 01:27:18.700000+00:00,Download already can't even open the file.,1,Hey Ruby! We're sorry that the app is misbehaving. 🙏 Please drop us an email at help@gxs.com.sg together with your mobile device and screen recording so that we can zoom into this!,2023-07-28 03:02:35.779000+00:00,"['download', 'file']",2,Customer Services,Inability to save payments,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-07-28 00:56:50.338000+00:00,"I installed the app and got to the first screen. When I tried to proceed, it popped up a message saying and there is an overlap app that is NOT SECURED. It then asked if I want to proceed. What is this about?",1,"Hey there! Could you please share with us more details about the issue you’re facing by sending us your details and screenshot to help@gxs.com.sg, so that we can take a look into this? We’d like to make things right. 🙏",2023-07-28 02:53:04.277000+00:00,"['screen', 'proceed', 'popped', 'message', 'overlap', 'want', 'proceed']",7,Competition,Difficulty logging in,0.029,0.062,0.909,-0.3612,3.0,Detractor
googlePlay,2023-07-27 10:13:14.334000+00:00,such a lousy app. cant even login or set up account,1,Hi Lin Ling. This is not the experience that we would want you to have. Please allow us to sort this for you. Could you contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact details and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks! 🙏,2023-07-27 11:13:40.413000+00:00,"['lousy', 'cant', 'login', 'account']",5,Credit card usage,Inability to save money,0.0,0.259,0.741,-0.5423,2.0,Detractor
googlePlay,2023-07-27 07:40:27.173000+00:00,"I wish we can put a 0 star for it. Make you create an account, wait for it only to tell you that it is full while others cut queue to have the account created while you continue to wait. Probably just out to farm your data. Dont bother",1,We're sorry for the experience. 🙏 All GXS Savings Account slots have been taken up for now and we’re working to open new slots. We hope to serve you as soon as we can! 💜,2023-07-27 08:28:12.409000+00:00,"['wish', 'star', 'create', 'account', 'wait', 'tell', 'queue', 'account', 'continue', 'wait', 'farm', 'dont', 'bother']",2,Customer Services,Inability to save payments,0.161,0.038,0.801,0.6943,9.0,Promoter
googlePlay,2023-07-26 23:06:12.664000+00:00,app is not been updated.,3,"Hey Andy! Kindly allow us to sort this out for you. Would you mind dropping us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue, please? 🙏",2023-07-27 03:01:37.290000+00:00,,,,,,,,,,
googlePlay,2023-07-26 14:53:42.321000+00:00,Simple to use. Took a short while to know how to process. Hope that they can maintain the great interest. Good job GXS.,5,Hey there! We're delighted by your 5-star review! 😍 Rest assured we are continuously working on adding more exciting features to our app to elevate your experience. We appreciate your continued support as we revolutionize banking together! 💜,2023-07-26 15:38:42.512000+00:00,"['simple', 'process', 'hope', 'maintain', 'interest']",1,Money Growth (Interest Rates),Low interest rate,0.404,0.0,0.596,0.9169,10.0,Promoter
googlePlay,2023-07-26 09:43:35.372000+00:00,App is not clear and Singpass details are not accurate for them. It didn't allow me to open an account....,1,Hi Benjamin! Please allow us to look into this for you. Could you contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-26 10:23:37.965000+00:00,"['singpass', 'detail', 'accurate', 'account']",8,Safety,Seamless integration not available on iPad,0.0,0.176,0.824,-0.431,3.0,Detractor
googlePlay,2023-07-25 14:55:42.695000+00:00,Buggy app and bad customer support,1,"Hey David, thanks for reaching out to us. Kindly allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",2023-07-25 16:25:42.628000+00:00,"['buggy', 'customer', 'support']",6,Login & Account Setup,Difficulty logging in,0.265,0.343,0.392,-0.2023,4.0,Detractor
googlePlay,2023-07-25 11:49:10.836000+00:00,"Great experience. Setup, top up, setup pocket and transfer smoothly",5,"Wow, thank you so much for the fantastic 5-star review! 😍 Your support means a lot to us. We're continuously striving to enhance the GXS app and bring in new features for an even better experience. If you have any suggestions, please don't hesitate to share them; we'd love to hear your ideas! 💜",2023-07-25 12:56:33.425000+00:00,"['experience', 'setup', 'setup', 'pocket', 'transfer']",7,Competition,Difficulty logging in,0.424,0.0,0.576,0.7096,9.0,Promoter
googlePlay,2023-07-25 02:00:53.870000+00:00,"Sign up failed without given a reason. Ask to see FAQ but click it doesn't link to it. Hello! I don't know where you guys are heading. If you don't want people to sign up, just cross out at the beginning, are you trying to gather personal data???!!!!!",1,"Hi Sherrick! We're here to help. Please allow us to take a closer look at you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. Thank you. 🙏",2023-07-25 02:36:06.800000+00:00,"['sign', 'reason', 'click', 'link', 'hello', 'guy', 'want', 'sign', 'cross', 'gather']",2,Customer Services,Inability to save payments,0.0,0.101,0.899,-0.6359,2.0,Detractor
googlePlay,2023-07-24 08:23:52.277000+00:00,Scan QR feature failed big time! Parsed 16.2 as 16.02! Amatuer mistake. Did the developer of this feature attend more than a day of class in CS?!,1,"We're sorry you feel that way, Ping Yuen. Fret not, we're always here to help. Do contact us at (+65) 3105 2055 or email us at help@gxs.com.sg. We'll work on it right away! 🙏",2023-07-24 09:15:43.873000+00:00,"['feature', 'time', 'amatuer', 'mistake', 'developer', 'feature', 'attend', 'class']",2,Customer Services,Inability to save payments,0.0,0.208,0.792,-0.7633,1.0,Detractor
googlePlay,2023-07-24 00:01:24.239000+00:00,"Everytime successfully signec up, after log in numerours time, it told me ""we have lost you in space"". Poor online banking",1,"Hi there! We’re sorry to make you feel that way. Could you please get in touch with us at (+65) 3105 2055? Alternatively, you may also write to us at help@gxs.com.sg along with the screenshot of the error so that we can take a closer look into this. 🙏",2023-07-24 00:45:41.221000+00:00,"['everytime', 'signec', 'time', 'told', 'space', 'online', 'banking']",3,Services & Products,Long waiting list,0.12,0.203,0.677,-0.296,3.0,Detractor
googlePlay,2023-07-23 15:24:58.515000+00:00,"Hi, is something wrong with the app? Am error message says ""Something went wrong"" when I tried to log in with the Passcode I set yesterday.",2,"Thanks for reaching out, Felicia. Please allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",2023-07-24 00:46:48.170000+00:00,"['something', 'error', 'message', 'something', 'passcode', 'yesterday']",9,Customer trust,Difficulty processing application,0.0,0.279,0.721,-0.836,0.0,Detractor
googlePlay,2023-07-23 15:00:56.642000+00:00,App is snappy. Interface is simple and straightforward. Most importantly interest is attractive. Keep it up! By the way please add 'Save payee' feature.,5,"We're thrilled to hear that our service has hit all the right notes! While we do not have that feature for now, rest assured that this is captured as part of our continuous improvement process. 💜",2023-07-24 00:34:32+00:00,"['interface', 'simple', 'straightforward', 'interest', 'please', 'payee', 'feature']",9,Customer trust,Difficulty processing application,0.434,0.0,0.566,0.9269,10.0,Promoter
googlePlay,2023-07-23 07:50:59.763000+00:00,Needs a feature to save payees,3,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",2023-07-23 08:30:27.500000+00:00,"['need', 'feature', 'payee']",2,Customer Services,Inability to save payments,0.39,0.0,0.61,0.4939,8.0,Passive
