dataFrom,date,review,rating,extracted_devresp,devresp_time,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,clean_review,Topic_Number,Topic_Name,date_only,Topic,Unnamed: 1,key
googlePlay,NaT,"Cannot login all of a sudden. Tried to uninstall and reinstall. Still no changes. What do i do here? I've got a pending repayment due. And if this continues, i will mostly probably be charged the late interest due the the app have login issues.",2,"We're sorry to hear this, Fadli. Please get in touch with us at help@gxs.com.sg with a screen recording of the error, along with your contact details so that we can reach out to assist you? Thanks! 🙏",NaT,0.061,0.082,0.857,0.0,5,Detractor,"['login', 'uninstall', 'reinstall', 'change', 'repayment', 'interest', 'login', 'issue']",9,Customer trust,NaT,Customer trust,3.0,Login issues
googlePlay,NaT,"Cannot seem to open the app suddenly. Did not install new apps or change any setting on phone. Tried uninstalling and reinstalling still no avail. Although your CSO has been trying to rectify, it is still unsolvable. Sad, as when it first came out, I was the one of the many who applied in the beginning stage. Your services helped me. But now I have no access to it.",1,"We're really sorry to hear about this.🙏 Your feedback is important to us, and we're committed to making your experience better. We understand that you've already reached out to our hotline, and we're hopeful that the matter will be resolved in a timely manner. Feel free to contact us at (+65) 3105 2055 if you need further assistance.",NaT,0.0,0.089,0.911,-0.6652,1,Detractor,"['seem', 'install', 'apps', 'change', 'phone', 'avail', 'stage', 'service', 'access']",0,App Responsiveness,NaT,App Responsiveness,3.0,Difficulties in account registration
googlePlay,NaT,"Cannot seem to open the app suddenly. Did not install new apps or change any setting on phone. Tried uninstalling and reinstalling still no avail. Although your CSO has been trying to rectify, it is still unsolvable. Sad, as when it first came out, I was the one of the many who applied in the beginning stage. Your services helped me. But now I have no access to it.",1,"We're really sorry to hear about this.🙏 Your feedback is important to us, and we're committed to making your experience better. We understand that you've already reached out to our hotline, and we're hopeful that the matter will be resolved in a timely manner. Feel free to contact us at (+65) 3105 2055 if you need further assistance.",NaT,0.0,0.089,0.911,-0.6652,1,Detractor,"['seem', 'install', 'apps', 'change', 'phone', 'avail', 'stage', 'service', 'access']",0,App Responsiveness,NaT,App Responsiveness,20.0,Lack of clear instructions or error messages
googlePlay,NaT,Am trying to redo application. So i closed account. Now cannot re open. Quote lost in space,3,"Hi Joselyn! Please get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to assist you. Thank you!",NaT,0.0,0.126,0.874,-0.3182,3,Detractor,"['redo', 'application', 'account', 'quote', 'space']",2,Customer Services,NaT,Customer Services,10.0,Digital savings bank account issues
googlePlay,NaT,"Just found out that they are reducing their interest rate to a pathetic 2.68%. don't like this bait and switch marketing strategy, lure us with high interest rate then suddenly drop the interest rates once they get enough sign ups. [Update] Whats the point of increasing the main wallet interest when no one puts money there? Its not like you're increasing it back to 3.48% right? The pt is the big reduction of the Pockets interest rates which is the key thing that people arent happy about.",1,"Hi there! We're always striving to improve. We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a.",NaT,0.141,0.146,0.713,0.2828,7,Passive,"['found', 'interest', 'rate', 'bait', 'switch', 'marketing', 'strategy', 'lure', 'interest', 'rate', 'drop', 'interest', 'rate', 'sign', 'update', 'point', 'wallet', 'interest', 'put', 'money', 'right', 'reduction', 'pocket', 'interest', 'rate', 'thing', 'arent']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),19.0,Reduction in interest rates
googlePlay,NaT,Firstly i can't even log in shows some error n stuff haiz,1,"Hey Ganesh! That's not the experience we want you to have and we're eager to make things right for you. Do send us a screenshot of the error at help@gxs.com.sg along so we can address the issue and improve your experience. 💜 To optimize your experience with our app, make sure you've downloaded our latest version of the GXS app too! 🙏",NaT,0.0,0.197,0.803,-0.4019,3,Detractor,"['show', 'error', 'stuff', 'haiz']",2,Customer Services,NaT,Customer Services,11.0,Digital savings bank account issues
googlePlay,NaT,Cannot open the apps. Why partner with Grab? Useless app,1,"That's not the experience we want you to have, Akida. Do send us a screenshot of the error at help@gxs.com.sg so we can address the issue and improve your experience. 💜 To optimize your experience with our app, make sure you've downloaded our latest version of the GXS app too! 🙏",NaT,0.0,0.237,0.763,-0.4215,3,Detractor,"['apps', 'partner', 'grab', 'useless']",2,Customer Services,NaT,Customer Services,45.0,Others
googlePlay,NaT,"An absolutely rubbish apps, with zero chance of getting loan approval, totally useless",1,"Hey, Suhaimi! We're sorry if we couldn't offer you a FlexiLoan account at this point in time.

Please be assured that all applications are subjected to GXS Bank's approval, and goes through an evaluation process which is aligned with our internal requirements. We appreciate your support and understanding.🙏",NaT,0.28,0.17,0.55,0.2516,6,Detractor,"['rubbish', 'apps', 'zero', 'chance', 'loan', 'approval', 'useless']",2,Customer Services,NaT,Customer Services,46.0,Others
googlePlay,NaT,Have not even tried already failed on me. Just to download has the error and ask to download again .. 😔,1,"Sorry to hear that, Ati. Do send us a screenshot of the error at help@gxs.com.sg so we can address the issue and improve your experience. 💜 To ensure you're getting the most out of our app, ensure you've downloaded the latest version of the GXS app. Also, keep in mind that for your security, our app won't work on rooted or jailbroken devices. 😊",NaT,0.049,0.228,0.722,-0.6908,1,Detractor,"['download', 'error', 'download']",3,Services & Products,NaT,,,
googlePlay,NaT,"The apps cannot make it. I tried to apply for a loan. After filling up all the forms, unable to proceed after the last question, are you a US citizens. The next button does not pop up be the answer is yes or No.",1,"Hey Hang Boon! Sorry to hear about this experience. We love to get this sorted out quickly for you. Please email us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to you. Thanks! Have a great day!🙏",NaT,0.059,0.0,0.941,0.4019,7,Passive,"['apps', 'loan', 'form', 'proceed', 'question', 'citizen', 'button', 'answer']",7,Competition,NaT,Competition,33.0,Others
googlePlay,NaT,"Only Singaporean can apply for loan, good if everyone can apply.",3,"Hey Prakash! Thanks for your interest in our GXS FlexiLoan! 💜 At the moment, we're open for Singaporeans and Singapore PRs to apply. Rest assured we do understand your keen interest and will work with our team to explore the option of opening up our applications to more users. Stay tuned to our website or social channels for the latest updates! 😊",NaT,0.225,0.0,0.775,0.4404,7,Passive,"['singaporean', 'loan', 'everyone']",3,Services & Products,NaT,Services & Products,8.0,High interest rates
googlePlay,NaT,"Only Singaporean can apply for loan, good if everyone can apply.",3,"Hey Prakash! Thanks for your interest in our GXS FlexiLoan! 💜 At the moment, we're open for Singaporeans and Singapore PRs to apply. Rest assured we do understand your keen interest and will work with our team to explore the option of opening up our applications to more users. Stay tuned to our website or social channels for the latest updates! 😊",NaT,0.225,0.0,0.775,0.4404,7,Passive,"['singaporean', 'loan', 'everyone']",3,Services & Products,NaT,Services & Products,16.0,Limited eligibility for loans
googlePlay,NaT,Reduce interest rate in less than a month. Waste time open account here.,1,"Hi Lyn! Thanks for sharing your thoughts with us! We're always striving to improve, and your feedback means a lot! 🙏",NaT,0.179,0.167,0.655,0.0516,5,Detractor,"['interest', 'rate', 'le', 'month', 'waste', 'time', 'account']",3,Services & Products,NaT,Services & Products,22.0,Others
googlePlay,NaT,Bait and switch 👎🏼 Switching to standard chartered eSaver for 3.4% interest,1,"We're sorry to hear that you feel this way, Q K. 🙏 Do reach out to us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. Your feedback matters to us. 💜",NaT,0.167,0.0,0.833,0.4588,8,Passive,"['bait', 'switch', 'standard', 'esaver', 'interest']",1,Money Growth (Interest Rates),NaT,,,
googlePlay,NaT,Bait and switch 👎🏼 Switching to standard chartered eSaver for 3.4% interest,1,"We're sorry to hear that you feel this way, Q K. 🙏 Do reach out to us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. Your feedback matters to us. 💜",NaT,0.167,0.0,0.833,0.4588,8,Passive,"['bait', 'switch', 'standard', 'esaver', 'interest']",5,Credit card usage,NaT,,,
googlePlay,NaT,"""Oops something went wrong! ..."" (if only i can attach a screenshot)",1,"Hi Wilfred! Sorry to hear about this experience. Please get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can reach out to assist you? Thanks! 🙏",NaT,0.0,0.236,0.764,-0.5255,2,Detractor,"['something', 'attach', 'screenshot']",9,Customer trust,NaT,Customer trust,15.0,Unclear error messages
googlePlay,NaT,No option to add payees,1,"Hey JJ! Thank you for sharing your thoughts! We will share this with our team. Your feedback is what drives us to improve on our products and services, so do keep them coming! Have a great weekend ahead!💜🙏😊",NaT,0.0,0.355,0.645,-0.296,3,Detractor,"['option', 'payee']",5,Credit card usage,NaT,Credit card usage,13.0,Inability to add payees
googlePlay,NaT,No option to add payees,1,"Hey JJ! Thank you for sharing your thoughts! We will share this with our team. Your feedback is what drives us to improve on our products and services, so do keep them coming! Have a great weekend ahead!💜🙏😊",NaT,0.0,0.355,0.645,-0.296,3,Detractor,"['option', 'payee']",5,Credit card usage,NaT,Credit card usage,22.0,No option to add payees
googlePlay,NaT,Garbage company for deceiving the public,1,"We're sorry to hear that you feel this way, GS. Your feedback is important to us. Please reach out to our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. Your input helps us improve and serve you better.",NaT,0.0,0.324,0.676,-0.34,3,Detractor,"['garbage', 'company', 'public']",5,Credit card usage,NaT,Credit card usage,21.0,Deceiving the public
googlePlay,NaT,"Barely a month in, GXS has indeed chosen to slash their interest rates i.e. effective 17 August 2023 onwards, the interest rate earned on Saving Pocket(s) funds have been adjusted from 3.48% p.a. to 2.68% p.a.",1,"Hi Nihit! Thanks for your feedback! We note that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 1.2x reward points. So from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a., and the Saving Pockets will be adjusted to 2.68% p.a. 💜🙏😊",NaT,0.211,0.049,0.741,0.7906,9,Promoter,"['month', 'chosen', 'slash', 'interest', 'rate', 'august', 'interest', 'rate', 'pocket', 'fund']",1,Money Growth (Interest Rates),NaT,,,
googlePlay,NaT,"Barely a month in, GXS has indeed chosen to slash their interest rates i.e. effective 17 August 2023 onwards, the interest rate earned on Saving Pocket(s) funds have been adjusted from 3.48% p.a. to 2.68% p.a.",1,"Hi Nihit! Thanks for your feedback! We note that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 1.2x reward points. So from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a., and the Saving Pockets will be adjusted to 2.68% p.a. 💜🙏😊",NaT,0.211,0.049,0.741,0.7906,9,Promoter,"['month', 'chosen', 'slash', 'interest', 'rate', 'august', 'interest', 'rate', 'pocket', 'fund']",3,Services & Products,NaT,,,
googlePlay,NaT,I seem to be having issues with the opening of the app.,1,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['seem', 'issue', 'opening']",0,App Responsiveness,NaT,App Responsiveness,4.0,Difficulties in account registration
googlePlay,NaT,Interest rate dropping substantially after just ONE MONTH. Kind of hilarious. Moving out!,2,"Hi Yvonnne, your feedback matters! 👋 We have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem (Grab & Singtel Dash) rewards programme. So starting from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. 🙏",NaT,0.341,0.0,0.659,0.6907,9,Promoter,"['interest', 'rate', 'month', 'kind']",1,Money Growth (Interest Rates),NaT,,,
googlePlay,NaT,Interest rate dropping substantially after just ONE MONTH. Kind of hilarious. Moving out!,2,"Hi Yvonnne, your feedback matters! 👋 We have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem (Grab & Singtel Dash) rewards programme. So starting from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. 🙏",NaT,0.341,0.0,0.659,0.6907,9,Promoter,"['interest', 'rate', 'month', 'kind']",3,Services & Products,NaT,,,
googlePlay,NaT,"3.48% interest rate only last for 2weeks, the main selling point for this app is now dropped to 2.68% pa 😂",2,"Hi John, we really appreciate your support for GXS! 🤩 And we're truly sorry for the wait. Currently, all slots for our invitations have been filled. Invitations will be sent to eligible individuals when new slots open up. Stay tuned to our social media channels for more information!🙏
",NaT,0.221,0.062,0.717,0.7096,9,Promoter,"['interest', 'rate', 'week', 'point']",1,Money Growth (Interest Rates),NaT,,,
googlePlay,NaT,after two week still pending my account.,1,"Hi Eugene. Thanks for reaching out and your feedback! Unfortunately, all slots have been taken up. Rest assured we have placed you in our early access priority list. You will be one of the first with the chance to sign up for an account when new slots open up and before the public release. We hope to serve you as soon as we can! 🙏😊",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['week', 'account']",5,Credit card usage,NaT,Credit card usage,12.0,Delay in account activation
googlePlay,NaT,Seamless. Got it up and running in less than 5mins! Easy to transfer in and out from other banks. I like the daily interest credit. Helps me set aside money for daily use and motivates me to check how much I'm getting everyday. Dun understand why there are gripes and complaints from other reviewers. This app is fantastic 😍,5,"Hey Khoo Ky! Thank you for your 5 stars review. 💜We are thrilled to know that you like the daily interest credit and our app user-friendly interface! 🤩 We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🚀💜🙏😊🤩",NaT,0.263,0.035,0.702,0.9479,10,Promoter,"['seamless', 'le', 'min', 'transfer', 'bank', 'interest', 'credit', 'help', 'money', 'check', 'everyday', 'understand', 'gripe', 'complaint', 'reviewer']",2,Customer Services,NaT,,,
googlePlay,NaT,I have been trying for few hours to signed up for the flexiloan using Singpass.. till now it shows couldn't retrieve Myinfo.. wanted to Live Chat with anyone for assistance but there's no icon showing Live chat at the help center at all..,1,"Oh no! Sorry to hear that. Could you get in touch with us at help@gxs.com.sg with a screenshot or screen recording of the error, along with your contact details so that we can get in touch with you? Thanks! 🙏",NaT,0.075,0.059,0.866,0.1901,6,Detractor,"['hour', 'flexiloan', 'singpass', 'till', 'show', 'retrieve', 'myinfo', 'chat', 'anyone', 'assistance', 'icon', 'chat', 'help', 'center']",2,Customer Services,NaT,Customer Services,13.0,Digital savings bank account issues
googlePlay,NaT,"Good to see increased competition in the banking space (high interest is good, but inexplicably only given within a saving pocket), but GXS app lacks basic functionality, eg. ability to save payees (at the point of writing this review, these details need to be re-input each time - irritating and error prone). Suggest that rather than working on cool, but otherwise non-essential functions (like saving pockets), the company should focus on the basics first.",3,"That's a good one! 💜 We are constantly working to improve our app's usability and features, and we appreciate your feedback in helping us identify areas for improvement. 🙏",NaT,0.226,0.082,0.692,0.8847,10,Promoter,"['competition', 'banking', 'space', 'interest', 'pocket', 'lack', 'functionality', 'ability', 'payee', 'point', 'review', 'detail', 'need', 'input', 'time', 'error', 'prone', 'suggest', 'cool', 'function', 'pocket', 'company', 'focus']",4,User Interface,NaT,User Interface,23.0,Others
googlePlay,NaT,"Registering, get the notice it's full and sign for interest. Received email notification, sign up to get prompt to sign for interest...again.",1,"Hey Bryan! Due to an overwhelming response, slots for our Savings Account were quickly taken up. To ensure that you’re notified as soon as we release more slots, do sign up on the GXS app. We appreciate your support! 🙏💜",NaT,0.125,0.0,0.875,0.4588,8,Passive,"['notice', 'sign', 'interest', 'email', 'notification', 'sign', 'prompt', 'sign', 'interest']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),15.0,Difficulties in registering
googlePlay,NaT,Tried multiple times still unable to sign up....,1,"Hey there! Could you please get in touch with us at (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details so that we can take a closer look into this and advise you further. 🙏",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['multiple', 'time', 'sign']",2,Customer Services,NaT,Customer Services,14.0,Digital savings bank account issues
googlePlay,NaT,"No support for SGQR. When only way to spend is QR pay, atleast support SGQR, GrabPay as very few business have Paynow QR!",2,"Hi Anurag Chauhan, thank you for sharing your feedback with us. 😔 We apologize for any inconvenience you may have faced. Please feel free to contact our 24/7 hotline at (+65) 3105 2055 if you need further clarification or assistance. We're here to help!",NaT,0.101,0.148,0.75,0.0859,5,Detractor,"['support', 'sgqr', 'spend', 'atleast', 'support', 'sgqr', 'grabpay', 'business', 'paynow']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),16.0,Lack of support for SGQR
googlePlay,NaT,Can GXS pls explain why the app keeps saying there is unexpected error and I cannot even open the app????,1,"Hey M L, thanks for reaching out to us and we're so sorry for the experience. 🙏 Kindly drop us an email at help@gxs.com.sg along with your mobile device details and screen recording so that we can assist you on this case. We're here to help!",NaT,0.057,0.159,0.784,-0.5204,2,Detractor,"['explain', 'error']",6,Login & Account Setup,NaT,Login & Account Setup,14.0,Frustration with error messages
googlePlay,NaT,Dogshit app that takes forever to setup and days to review applications,1,"Hi Zoe, thank you for sharing your feedback with us. 😔 We apologize for any inconvenience you may have faced. Please feel free to contact our 24/7 hotline at (+65) 3105 2055 if you need further clarification or assistance. We're here to help!",NaT,0.0,0.0,1.0,0.0,5,Detractor,"['dogshit', 'setup', 'day', 'review', 'application']",0,App Responsiveness,NaT,App Responsiveness,16.0,User interface and design issues
googlePlay,NaT,Cui full. Cannot sign up. Only on waiting list. What a waste.,1,"Hi Dexter! Thanks for your support! Unfortunately, all GXS Savings Account slots have been taken up for now. We're working to open up new slots as soon as we can. 🙏",NaT,0.0,0.203,0.797,-0.4215,3,Detractor,"['sign', 'list', 'waste']",3,Services & Products,NaT,Services & Products,4.0,Difficulty in signing up
googlePlay,NaT,Lousy app. Applied on Saturday and was informed that application closed on Tuesday. Waste time.,1,"Hi H.L Chua. Currently, all the GXS Savings Account slots are filled up. But no worries, we're already on it and working hard to open up new slots for you as soon as possible! 🙏",NaT,0.0,0.326,0.674,-0.743,1,Detractor,"['lousy', 'saturday', 'application', 'tuesday', 'waste', 'time']",9,Customer trust,NaT,Customer trust,1.0,Difficulty processing application
googlePlay,NaT,Not worth the effort to sign up. Not transparent in application selection process.,1,"Hi Ken, we hear you. We are constantly improving our products and processes. Rest assured that all GXS applications go through an evaluation process which is aligned with our internal requirements. We will share your feedback with our team for future improvements. Thank you! 🙏😊",NaT,0.0,0.122,0.878,-0.1695,4,Detractor,"['worth', 'effort', 'sign', 'transparent', 'application', 'selection', 'process']",4,User Interface,NaT,User Interface,8.0,Lack of transparency
googlePlay,NaT,All early sign up slots taken? I thought it's already open for all to sign up ?,1,Thank you for your support. All slots for the GXS Savings Account have been taken up. Register on the GXS app for early access to new slots! 🤩,NaT,0.0,0.0,1.0,0.0,5,Detractor,"['sign', 'slot', 'thought', 'sign']",2,Customer Services,NaT,Customer Services,15.0,Digital savings bank account issues
googlePlay,NaT,Download already can't even open the file.,1,Hey Ruby! We're sorry that the app is misbehaving. 🙏 Please drop us an email at help@gxs.com.sg together with your mobile device and screen recording so that we can zoom into this!,NaT,0.0,0.0,1.0,0.0,5,Detractor,"['download', 'file']",2,Customer Services,NaT,Customer Services,16.0,Digital savings bank account issues
googlePlay,NaT,"I installed the app and got to the first screen. When I tried to proceed, it popped up a message saying and there is an overlap app that is NOT SECURED. It then asked if I want to proceed. What is this about?",1,"Hey there! Could you please share with us more details about the issue you’re facing by sending us your details and screenshot to help@gxs.com.sg, so that we can take a look into this? We’d like to make things right. 🙏",NaT,0.029,0.062,0.909,-0.3612,3,Detractor,"['screen', 'proceed', 'popped', 'message', 'overlap', 'want', 'proceed']",7,Competition,NaT,Competition,17.0,Problems with opening the app
googlePlay,NaT,such a lousy app. cant even login or set up account,1,Hi Lin Ling. This is not the experience that we would want you to have. Please allow us to sort this for you. Could you contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact details and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks! 🙏,NaT,0.0,0.259,0.741,-0.5423,2,Detractor,"['lousy', 'cant', 'login', 'account']",5,Credit card usage,NaT,Credit card usage,19.0,Poor app functionality
googlePlay,NaT,"I wish we can put a 0 star for it. Make you create an account, wait for it only to tell you that it is full while others cut queue to have the account created while you continue to wait. Probably just out to farm your data. Dont bother",1,We're sorry for the experience. 🙏 All GXS Savings Account slots have been taken up for now and we’re working to open new slots. We hope to serve you as soon as we can! 💜,NaT,0.161,0.038,0.801,0.6943,9,Promoter,"['wish', 'star', 'create', 'account', 'wait', 'tell', 'queue', 'account', 'continue', 'wait', 'farm', 'dont', 'bother']",2,Customer Services,NaT,Customer Services,17.0,Digital savings bank account issues
googlePlay,NaT,"I wish we can put a 0 star for it. Make you create an account, wait for it only to tell you that it is full while others cut queue to have the account created while you continue to wait. Probably just out to farm your data. Dont bother",1,We're sorry for the experience. 🙏 All GXS Savings Account slots have been taken up for now and we’re working to open new slots. We hope to serve you as soon as we can! 💜,NaT,0.161,0.038,0.801,0.6943,9,Promoter,"['wish', 'star', 'create', 'account', 'wait', 'tell', 'queue', 'account', 'continue', 'wait', 'farm', 'dont', 'bother']",2,Customer Services,NaT,Customer Services,39.0,App crashing and freezing
googlePlay,NaT,Simple to use. Took a short while to know how to process. Hope that they can maintain the great interest. Good job GXS.,5,Hey there! We're delighted by your 5-star review! 😍 Rest assured we are continuously working on adding more exciting features to our app to elevate your experience. We appreciate your continued support as we revolutionize banking together! 💜,NaT,0.404,0.0,0.596,0.9169,10,Promoter,"['simple', 'process', 'hope', 'maintain', 'interest']",1,Money Growth (Interest Rates),NaT,Money Growth (Interest Rates),39.0,Others
googlePlay,NaT,App is not clear and Singpass details are not accurate for them. It didn't allow me to open an account....,1,Hi Benjamin! Please allow us to look into this for you. Could you contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,NaT,0.0,0.176,0.824,-0.431,3,Detractor,"['singpass', 'detail', 'accurate', 'account']",8,Safety,NaT,Safety,4.0,Issues with Singpass details
googlePlay,NaT,Buggy app and bad customer support,1,"Hey David, thanks for reaching out to us. Kindly allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",NaT,0.265,0.343,0.392,-0.2023,4,Detractor,"['buggy', 'customer', 'support']",6,Login & Account Setup,NaT,Login & Account Setup,6.0,Poor customer support
googlePlay,NaT,Buggy app and bad customer support,1,"Hey David, thanks for reaching out to us. Kindly allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",NaT,0.265,0.343,0.392,-0.2023,4,Detractor,"['buggy', 'customer', 'support']",6,Login & Account Setup,NaT,Login & Account Setup,8.0,Buggy app
googlePlay,NaT,"Great experience. Setup, top up, setup pocket and transfer smoothly",5,"Wow, thank you so much for the fantastic 5-star review! 😍 Your support means a lot to us. We're continuously striving to enhance the GXS app and bring in new features for an even better experience. If you have any suggestions, please don't hesitate to share them; we'd love to hear your ideas! 💜",NaT,0.424,0.0,0.576,0.7096,9,Promoter,"['experience', 'setup', 'setup', 'pocket', 'transfer']",7,Competition,NaT,Competition,7.0,Difficulty logging in
googlePlay,NaT,"Great experience. Setup, top up, setup pocket and transfer smoothly",5,"Wow, thank you so much for the fantastic 5-star review! 😍 Your support means a lot to us. We're continuously striving to enhance the GXS app and bring in new features for an even better experience. If you have any suggestions, please don't hesitate to share them; we'd love to hear your ideas! 💜",NaT,0.424,0.0,0.576,0.7096,9,Promoter,"['experience', 'setup', 'setup', 'pocket', 'transfer']",7,Competition,NaT,Competition,22.0,Top up issues
googlePlay,NaT,"Sign up failed without given a reason. Ask to see FAQ but click it doesn't link to it. Hello! I don't know where you guys are heading. If you don't want people to sign up, just cross out at the beginning, are you trying to gather personal data???!!!!!",1,"Hi Sherrick! We're here to help. Please allow us to take a closer look at you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. Thank you. 🙏",NaT,0.0,0.101,0.899,-0.6359,2,Detractor,"['sign', 'reason', 'click', 'link', 'hello', 'guy', 'want', 'sign', 'cross', 'gather']",2,Customer Services,NaT,Customer Services,18.0,Digital savings bank account issues
googlePlay,NaT,Scan QR feature failed big time! Parsed 16.2 as 16.02! Amatuer mistake. Did the developer of this feature attend more than a day of class in CS?!,1,"We're sorry you feel that way, Ping Yuen. Fret not, we're always here to help. Do contact us at (+65) 3105 2055 or email us at help@gxs.com.sg. We'll work on it right away! 🙏",NaT,0.0,0.208,0.792,-0.7633,1,Detractor,"['feature', 'time', 'amatuer', 'mistake', 'developer', 'feature', 'attend', 'class']",2,Customer Services,NaT,Customer Services,19.0,Digital savings bank account issues
googlePlay,NaT,Scan QR feature failed big time! Parsed 16.2 as 16.02! Amatuer mistake. Did the developer of this feature attend more than a day of class in CS?!,1,"We're sorry you feel that way, Ping Yuen. Fret not, we're always here to help. Do contact us at (+65) 3105 2055 or email us at help@gxs.com.sg. We'll work on it right away! 🙏",NaT,0.0,0.208,0.792,-0.7633,1,Detractor,"['feature', 'time', 'amatuer', 'mistake', 'developer', 'feature', 'attend', 'class']",2,Customer Services,NaT,Customer Services,41.0,Scan QR code failure
googlePlay,NaT,"Everytime successfully signec up, after log in numerours time, it told me ""we have lost you in space"". Poor online banking",1,"Hi there! We’re sorry to make you feel that way. Could you please get in touch with us at (+65) 3105 2055? Alternatively, you may also write to us at help@gxs.com.sg along with the screenshot of the error so that we can take a closer look into this. 🙏",NaT,0.12,0.203,0.677,-0.296,3,Detractor,"['everytime', 'signec', 'time', 'told', 'space', 'online', 'banking']",3,Services & Products,NaT,Services & Products,5.0,Difficulty in signing up
googlePlay,NaT,"Hi, is something wrong with the app? Am error message says ""Something went wrong"" when I tried to log in with the Passcode I set yesterday.",2,"Thanks for reaching out, Felicia. Please allow us to sort this out for you. Drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue for our investigation. We'll be happy to help! 🙏",NaT,0.0,0.279,0.721,-0.836,0,Detractor,"['something', 'error', 'message', 'something', 'passcode', 'yesterday']",9,Customer trust,NaT,Customer trust,4.0,Login issues
googlePlay,NaT,App is snappy. Interface is simple and straightforward. Most importantly interest is attractive. Keep it up! By the way please add 'Save payee' feature.,5,"We're thrilled to hear that our service has hit all the right notes! While we do not have that feature for now, rest assured that this is captured as part of our continuous improvement process. 💜",NaT,0.434,0.0,0.566,0.9269,10,Promoter,"['interface', 'simple', 'straightforward', 'interest', 'please', 'payee', 'feature']",9,Customer trust,NaT,Customer trust,14.0,Lack of customer support
googlePlay,NaT,Needs a feature to save payees,3,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",NaT,0.39,0.0,0.61,0.4939,8,Passive,"['need', 'feature', 'payee']",2,Customer Services,NaT,Customer Services,20.0,Digital savings bank account issues
googlePlay,NaT,Apps easy to use and easy transfer,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,NaT,0.537,0.0,0.463,0.7003,9,Promoter,"['apps', 'transfer']",2,Customer Services,NaT,Customer Services,21.0,Digital savings bank account issues
googlePlay,NaT,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",NaT,0.097,0.0,0.903,0.4767,8,Passive,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",0,App Responsiveness,NaT,App Responsiveness,5.0,Difficulties in account registration
