dataFrom,date,review,clean_review,Topic,key,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,rating,extracted_devresp,devresp_time
googlePlay,,Needs a feature to save payees,"['need', 'feature', 'payee']",Customer Services,SingPass sign in problems,0.39,0.0,0.61,0.4939,7,Passive,3,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",2023-07-23T08:30:27.500Z
googlePlay,,Needs a feature to save payees,"['need', 'feature', 'payee']",Customer Services,App crashing and freezing,0.39,0.0,0.61,0.4939,7,Passive,3,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",2023-07-23T08:30:27.500Z
googlePlay,,Needs a feature to save payees,"['need', 'feature', 'payee']",Customer Services,Scan QR code failure,0.39,0.0,0.61,0.4939,7,Passive,3,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",2023-07-23T08:30:27.500Z
googlePlay,,Needs a feature to save payees,"['need', 'feature', 'payee']",Customer Services,Lack of customer support,0.39,0.0,0.61,0.4939,7,Passive,3,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",2023-07-23T08:30:27.500Z
googlePlay,,Needs a feature to save payees,"['need', 'feature', 'payee']",Customer Services,Others,0.39,0.0,0.61,0.4939,7,Passive,3,"Hey Samantha, thank you for your feedback. We are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜",2023-07-23T08:30:27.500Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Inability to save payments,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Issues with GXS apps linked to Grab app,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Receiving email invites from GXS,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Request for SingPass sign in feature,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Lack of transparency and access to funds,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Authenticity concerns,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Inability to join or open account,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Digital savings bank account issues,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,SingPass sign in problems,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,App crashing and freezing,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Scan QR code failure,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Lack of customer support,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Apps easy to use and easy transfer,"['apps', 'transfer']",Customer Services,Others,0.537,0.0,0.463,0.7003,9,Promoter,5,Hey Radi! Glad you find our app easy to use and thank you for your 5 stars review! 🙌💜,2023-07-23T02:18:18.481Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Difficulties in account registration,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Issues with loan application and approval process,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Slow transfer speed and connectivity problems,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Lack of certain features such as bank transfer,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Poor customer service,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,User interface and design issues,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Difficulties in navigating the app,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Bugs and glitches in the app,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Lack of clear instructions or error messages,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,"['seamless', 'registration', 'le', 'min', 'fund', 'guess', 'issue', 'user']",App Responsiveness,Others,0.097,0.0,0.903,0.4767,7,Passive,5,"Hey Aaron! Thanks for the awesome 5-star review! 😍 We're always working hard to improve the app and adding new features to make your experience better. Feel free to reach out to us if you have any suggestions, we'll be happy to hear them! 💜",2023-07-22T08:55:22.750Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Difficulty logging in,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Poor customer service,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Issues with Singpass,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Problems with opening the app,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Lack of auto startup,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Loan application issues,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Display overlay issues,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Top up issues,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Pocket account issues,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Inability to save pay,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Unclear instructions,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Lack of responsiveness,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Issues with PayNow QR,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Slow response time,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Sign up issues,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Issues with user interface UI,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!","['hopeless', 'auto', 'startup', 'singpass', 'registration']",Competition,Others,0.0,0.243,0.757,-0.6331,2,Detractor,1,Hi Km! Apologies for the GXS app trouble. We're here to help! Please contact us at (+65) 3105 2055 or email help@gxs.com.sg with your contact number and a screen recording of the issue. We'll investigate promptly and get back to you. Thanks!,2023-07-22T06:13:41.822Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Seamless integration not available on iPad,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Difficulty opening app,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Unclear purpose of app,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Issues with Singpass details,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Overlapping wording,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Poor interface design on mobile,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Difficulty raising deposit cap,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Time wasting verification process,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Lack of availability on Google Play Store,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Inability to delete fake accounts,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Confusing account creation process,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Difficulty reducing transaction amounts,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,No option to increase transaction amounts,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Poor customer service compared to banks,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Issues with user interface,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Difficulty paying before due date,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
googlePlay,,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.","['blank', 'screen', 'pull', 'singpass', 'digi', 'bank', 'waste', 'time', 'money', 'bank', 'phone', 'jailbroken', 'official', 'secure']",Safety,Blank screen issue,0.063,0.154,0.783,-0.5423,2,Detractor,1,"Hi Chris, thank you for alerting us to this issue. Just to share, in order to keep your account safe, we are not able to provide access to GXS accounts on jailbroken devices. If that's not the case, please drop us an email at help@gxs.com.sg so we can help you further. Thank you! 🙏",2023-07-21T08:09:45.142Z
